income,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
not_high,41,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States
not_high,54,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,0,2001,35,United-States
not_high,25,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States
not_high,19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,2001,40,United-States
not_high,24,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,2001,37,United-States
not_high,56,Federal-gov,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,2001,65,United-States
not_high,21,Local-gov,10,Never-married,Other-service,Not-in-family,White,Female,0,2001,40,United-States
not_high,34,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,40,United-States
not_high,19,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,2001,40,United-States
not_high,48,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,0,2001,40,United-States
not_high,34,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States
not_high,31,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,2001,40,United-States
not_high,36,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,2001,40,United-States
not_high,27,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States
not_high,27,Private,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines
not_high,35,Private,13,Divorced,Sales,Not-in-family,White,Female,0,1980,65,United-States
not_high,31,Self-emp-not-inc,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States
not_high,27,Federal-gov,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,40,United-States
not_high,28,Local-gov,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States
not_high,42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,46,United-States
not_high,44,Private,10,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,45,England
not_high,41,Private,13,Divorced,Sales,Not-in-family,White,Male,0,1980,56,United-States
not_high,28,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,1980,35,United-States
not_high,41,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States
not_high,35,Private,6,Widowed,Other-service,Not-in-family,Black,Female,0,1980,40,United-States
not_high,58,Private,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,45,United-States
not_high,40,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1980,48,United-States
not_high,31,Private,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,United-States
not_high,30,Private,9,Never-married,Sales,Not-in-family,White,Female,0,1980,40,United-States
not_high,32,Private,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,United-States
not_high,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States
not_high,34,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,1980,40,United-States
not_high,56,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,1980,40,United-States
not_high,45,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,1980,40,United-States
not_high,50,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States
not_high,27,Private,6,Never-married,Sales,Other-relative,White,Male,0,1980,40,United-States
high,51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
high,40,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,60,United-States
high,41,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States
high,49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,37,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States
high,36,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States
high,35,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States
high,29,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,United-States
high,50,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States
high,46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
high,44,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,42,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,38,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States
high,43,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
high,47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
high,58,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,48,Private,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States
high,42,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States
high,55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,51,Private,6,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
high,32,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States
high,45,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,56,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,44,United-States
high,38,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
high,45,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States
high,49,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States
high,36,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,30,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,40,China
high,42,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,54,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,42,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,70,United-States
high,25,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,55,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,58,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,62,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States
high,43,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,57,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,United-States
high,42,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
high,63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,32,China
high,47,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States
high,43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States
high,41,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
high,32,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
high,47,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
high,39,Federal-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,60,United-States
high,53,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,47,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,41,United-States
high,52,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,1977,60,United-States
high,42,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,51,Private,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States
high,55,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,20,United-States
high,38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,United-States
high,52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,60,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States
high,55,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,Germany
high,47,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,50,United-States
high,46,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States
high,35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
high,59,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,57,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
high,46,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,46,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,52,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States
high,45,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,30,United-States
high,37,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States
high,46,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,44,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1977,50,United-States
high,45,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,52,United-States
high,54,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
high,27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,35,United-States
high,53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States
high,51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States
high,28,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States
high,47,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States
high,45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
high,45,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,35,United-States
high,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,55,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,62,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,98,United-States
high,49,Private,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1977,50,South
high,53,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,31,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,United-States
high,42,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,Italy
high,39,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45,Philippines
high,60,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
high,26,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States
high,37,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,45,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
high,37,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States
high,32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States
high,39,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States
high,45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,43,United-States
high,41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
high,36,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1977,65,United-States
high,51,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
high,39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,62,United-States
high,56,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,53,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1977,40,United-States
high,40,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,15,United-States
high,57,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States
high,50,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,35,United-States
high,34,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,United-States
high,35,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,30,United-States
high,30,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,15,United-States
high,53,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,55,United-States
high,31,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,70,United-States
high,37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States
high,34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States
high,36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
high,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,United-States
high,33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States
high,40,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States
high,46,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States
high,54,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,39,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States
high,54,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
high,31,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,99,United-States
high,51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
high,36,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,Japan
high,41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan
high,56,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,50,United-States
high,38,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States
high,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,45,United-States
